Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,type,
Hot Girls Wanted: Turned On,2017,18+,6.7,100%,1,0,0,0,1,
Borgia,2011,18+,7.8,,1,0,0,0,1,
Trollhunters: Tales of Arcadia,2016,7+,8.4,,1,0,0,0,1,
La Reina del Sur,2011,18+,8.1,,1,0,0,0,1,
We Bare Bears,2015,7+,7.9,,1,1,0,0,1,
Liv and Maddie,2013,all,6.3,,1,0,0,0,1,
In the Dark,2019,16+,7.3,,1,0,0,0,1,
The Gift,2019,,7.6,,1,0,0,0,1,
The Time in Between,2013,7+,8.4,,1,0,0,0,1,
Cleverman,2016,16+,6.4,86%,1,0,0,0,1,
"Pablo Escobar, The Drug Lord",2012,18+,8.5,,1,0,0,0,1,
The Pharmacist,2020,,7.8,,1,0,0,0,1,
Wet Hot American Summer: First Day of Camp,2015,16+,7.4,,1,0,0,0,1,
Vampire Knight,2008,16+,7.5,,1,1,0,0,1,
The Untamed,2019,7+,8.9,,1,0,0,0,1,
How to Sell Drugs Online (Fast),2019,,7.9,,1,0,0,0,1,
Taken,2017,16+,6.6,32%,1,1,0,0,1,
Transformers: Prime,2010,7+,7.8,,1,0,0,0,1,
Forensic Files,1996,16+,8.8,,1,1,1,0,1,
Paradise PD,2018,18+,7,40%,1,0,0,0,1,
The House of Flowers,2018,18+,7.7,,1,0,0,0,1,
Quicksand,2019,18+,7.5,,1,0,0,0,1,
Magnificent Century,2011,,6.6,,1,0,0,0,1,
The Messengers,2015,16+,6.5,47%,1,0,0,0,1,
Magi,2012,16+,7.9,,1,1,0,0,1,
Car Masters: Rust to Riches,2018,,8.9,,1,0,0,0,1,
Patriot Act with Hasan Minhaj,2018,18+,8.2,,1,0,0,0,1,
Damnation,2017,18+,7.7,64%,1,0,0,0,1,
Jericho,2006,16+,7.2,54%,1,0,0,0,1,
American Odyssey,2015,16+,7.3,54%,1,0,0,0,1,
Lab Rats,2012,7+,6.6,,1,0,0,1,1,
Little Things,2016,18+,8.3,,1,0,0,0,1,
From Dusk Till Dawn: The Series,2014,18+,6.9,,1,0,0,0,1,
Grand Designs,1999,7+,8.5,,1,0,0,0,1,
Explained,2018,16+,8,,1,0,0,0,1,
Rhythm + Flow,2019,18+,7.6,92%,1,0,0,0,1,
Carole & Tuesday,2019,7+,7.9,100%,1,0,0,0,1,
Teresa,2010,7+,7.7,,1,0,0,0,1,
The Innocents,2018,,6.3,81%,1,0,0,0,1,
Tabula Rasa,2017,18+,8.1,,1,0,0,0,1,
Seis Manos,2019,18+,7.3,100%,1,0,0,0,1,
The King: Eternal Monarch,2020,,8.5,,1,0,0,0,1,
Cable Girls,2017,16+,7.7,,1,0,0,0,1,
Lady Dynamite,2016,16+,7.4,97%,1,0,0,0,1,
Sunderland 'Til I Die,2018,18+,8.2,,1,0,0,0,1,
Oliver Stone's Untold History of the United States,2012,all,8.6,,1,0,0,0,1,
Toy Boy,2019,18+,6.5,,1,0,0,0,1,
Humsafar,2011,all,9,,1,0,0,0,1,
Crashing,2016,,7.7,,1,0,0,0,1,
Norsemen,2016,18+,7.8,,1,0,0,0,1,
AJ and the Queen,2020,,7.6,50%,1,0,0,0,1,
El marginal,2016,18+,8.2,,1,0,0,0,1,
Giri/Haji,2019,,7.9,100%,1,0,0,0,1,
Van Helsing,2016,16+,6.2,,1,0,0,0,1,
Hinterland,2013,,7.6,,1,0,0,0,1,
Crossing Lines,2013,16+,7.3,,1,0,0,0,1,
The Eddy,2020,18+,7,68%,1,0,0,0,1,
A.D. The Bible Continues,2015,16+,7.4,58%,1,0,0,0,1,
The Letter for the King,2020,7+,5.9,58%,1,0,0,0,1,
The Boat,2011,all,7.3,,1,0,0,0,1,
Is It Wrong to Try to Pick Up Girls in a Dungeon?,2015,16+,7.4,,1,1,0,0,1,
The Story of God with Morgan Freeman,2016,16+,7.9,,1,0,0,0,1,
Greenhouse Academy,2017,7+,7,,1,0,0,0,1,
Diagnosis,2019,18+,7.8,100%,1,0,0,0,1,
W/ Bob & David,2015,18+,7.4,89%,1,0,0,0,1,
Queen Sono,2020,18+,5.8,100%,1,0,0,0,1,
Rotten,2018,18+,7.1,86%,1,0,0,0,1,
Requiem,2018,18+,6.5,75%,1,0,0,0,1,
Aggretsuko,2018,16+,8,,1,0,0,0,1,
The Code,2011,,7.4,100%,1,0,0,0,1,
October Faction,2020,18+,6.1,33%,1,0,0,0,1,
Rubí,2004,7+,8.1,,1,0,0,0,1,
Arthdal Chronicles,2019,,8.3,,1,0,0,0,1,
The New Legends of Monkey,2018,7+,6.5,100%,1,0,0,0,1,
America's Funniest Home Videos,1989,7+,6.2,,1,1,0,1,1,
The Five,2016,,7.7,,1,0,0,0,1,
Something in the Rain,2018,7+,8.1,,1,0,0,0,1,
Adam Ruins Everything,2015,16+,8,,1,0,0,0,1,
The Heirs,2013,16+,7.5,,1,0,0,0,1,
Durarara!!,2010,16+,7.9,,1,1,0,0,1,
Beastars,2019,16+,8,,1,0,0,0,1,
Puella Magi Madoka Magica,2011,16+,8.3,,1,1,0,0,1,
Vagabond,2019,,8.3,,1,0,0,0,1,
Maid Sama!,2010,16+,8,,1,1,0,0,1,
Robotech,1985,7+,8.5,,1,0,1,0,1,
"The Mind, Explained",2019,16+,8.1,,1,0,0,0,1,
Boys Over Flowers,2009,16+,8,,1,1,0,0,1,
V Wars,2019,18+,6.1,,1,0,0,0,1,
Occupied,2015,16+,7.7,,1,0,0,0,1,
The Devil Is a Part-Timer!,2013,16+,7.7,,1,0,0,0,1,
The Letdown,2017,,7.5,91%,1,0,0,0,1,
Mischievous Kiss: Love in Tokyo,2013,,7.8,,1,0,0,0,1,
Power Rangers,1993,7+,6.4,73%,1,0,1,0,1,
Fate/stay night [Unlimited Blade Works],2014,18+,8,,1,1,0,0,1,
Bobby Kennedy for President,2018,16+,8.2,95%,1,0,0,0,1,
The Mist,2017,18+,5.4,62%,1,0,0,0,1,
Hip Hop Evolution,2016,16+,8.4,,1,0,0,0,1,
Justice League Unlimited,2004,,8.7,,1,0,0,0,1,
Undercover,2019,18+,7.9,,1,0,0,0,1,
Slugterra,2012,7+,6.3,,1,0,0,0,1,
The Final Table,2018,all,7.7,50%,1,0,0,0,1,
Velvet,2014,16+,8.1,,1,0,0,0,1,
Criminal: UK,2019,18+,7.4,,1,0,0,0,1,
Salt Fat Acid Heat,2018,,7.7,100%,1,0,0,0,1,
Suburra: Blood on Rome,2017,16+,8,,1,0,0,0,1,
Signal,2016,,8.8,,1,0,0,0,1,
The Rise of Phoenixes,2018,7+,8.6,,1,0,0,0,1,
The Family,2019,16+,6.4,80%,1,0,0,0,1,
Red vs. Blue,2003,,8.3,,1,0,0,0,1,
Huntik: Secrets & Seekers,2009,7+,8.3,,1,0,0,0,1,
Cells at Work!,2018,16+,7.6,,1,0,0,0,1,
Flaked,2016,18+,7.2,35%,1,0,0,0,1,
The Irregular at Magic High School,2014,16+,7.2,,1,0,0,0,1,
Too Hot to Handle,2020,,4.5,38%,1,0,0,0,1,
The Disastrous Life of Saiki K.,2016,16+,8.3,,1,0,0,0,1,
Wanted,2016,16+,7.7,,1,0,0,0,1,
Dad's Army,1968,7+,8.1,,1,0,0,0,1,
Bad Education,2012,16+,7.4,,1,0,0,0,1,
Angel Beats!,2010,16+,7.7,,1,0,0,0,1,
Dogs,2018,all,8.1,92%,1,0,0,0,1,
Fate/stay night,2006,18+,7.4,,1,1,0,0,1,
Brain Games,2011,7+,8.3,,1,0,0,1,1,
Knights of Sidonia,2014,18+,7.8,,1,0,0,0,1,
Girlboss,2017,18+,7,36%,1,0,0,0,1,
The Trial,2019,,7,75%,1,0,0,0,1,
Call My Agent,2015,7+,8.3,,1,0,0,0,1,
"What's New, Scooby-Doo?",2002,7+,7.2,,1,0,0,0,1,
Teasing Master Takagi-san,2018,7+,7.5,,1,0,0,0,1,
Yu-Gi-Oh!,1998,,7.9,,1,1,1,0,1,
Blue Exorcist,2011,16+,7.5,,1,1,0,0,1,
Black Money Love,2014,,7.2,,1,0,0,0,1,
WHAT / IF,2019,18+,6.3,,1,0,0,0,1,
The Assets,2014,16+,7.5,56%,1,0,0,0,1,
Baki,2018,18+,6.7,,1,0,0,0,1,
Nightflyers,2018,16+,5.9,35%,1,0,0,0,1,
Stranger,2017,,8.6,,1,0,0,0,1,
How to Fix a Drug Scandal,2020,18+,6.9,86%,1,0,0,0,1,
Scissor Seven,2018,7+,8,,1,0,0,0,1,
The Circle France,2020,,7.4,,1,0,0,0,1,
Memories of the Alhambra,2018,16+,7.8,,1,0,0,0,1,
Republic of Doyle,2010,16+,7.2,,1,0,1,0,1,
Sick Note,2017,18+,6.8,50%,1,0,0,0,1,
The Last O.G.,2018,7+,6.9,,1,0,0,0,1,
Night on Earth,2020,7+,8.2,,1,0,0,0,1,
Börü,2018,18+,8.2,,1,0,0,0,1,
Typewriter,2019,18+,6.5,60%,1,0,0,0,1,
Inspector Gadget,1983,7+,6.8,,1,0,0,0,1,
Sofia the First,2013,all,6.9,,1,0,0,0,1,
Hap and Leonard,2016,16+,7.6,,1,0,0,0,1,
Jessie,2011,all,5.9,,1,0,0,1,1,
I Think You Should Leave with Tim Robinson,2019,18+,7.4,93%,1,0,0,0,1,
Kipo and the Age of Wonderbeasts,2020,,8.3,,1,0,0,0,1,
K-ON!,2009,16+,7.6,,1,1,0,0,1,
Thieves of the Wood,2020,18+,6.7,,1,0,0,0,1,
Slasher,2016,18+,6.7,,1,0,0,0,1,
Freud,2020,18+,6.6,50%,1,0,0,0,1,
Between,2015,16+,6,22%,1,0,0,0,1,
Norm Macdonald Has a Show,2018,,8.7,40%,1,0,0,0,1,
Rita,2012,16+,8.1,,1,0,0,0,1,
She's Gotta Have It,2017,18+,6.7,77%,1,0,0,0,1,
The Nineties,2017,7+,8.2,,1,0,0,0,1,
Casanova,2005,16+,7.9,,1,0,0,0,1,
The Good Cop,2018,16+,7,50%,1,0,0,0,1,
Bondi Rescue,2006,7+,7.6,,1,0,0,0,1,
Black Earth Rising,2018,16+,7.4,79%,1,0,0,0,1,
Tidelands,2018,18+,7,,1,0,0,0,1,
Nobel,2016,18+,8.1,,1,0,0,0,1,
Well-Intended Love,2019,,7.5,,1,0,0,0,1,
"Drugs, Inc.",2010,16+,7.8,,1,1,0,0,1,
Midnight Diner: Tokyo Stories,2016,16+,8.4,,1,0,0,0,1,
Zindagi Gulzar Hai,2012,,9,,1,0,0,0,1,
People Just Do Nothing,2014,18+,8.5,,1,0,0,0,1,
"Love, Chunibyo & Other Delusions",2012,16+,7.4,,1,1,0,0,1,
Man Like Mobeen,2017,,7.9,,1,0,0,0,1,
Turn Up Charlie,2019,,7.1,42%,1,0,0,0,1,
Tidying Up with Marie Kondo,2019,7+,6.6,79%,1,0,0,0,1,
Home for Christmas,2019,18+,7.6,,1,0,0,0,1,
Wild District,2018,18+,8.4,,1,0,0,0,1,
Toast of London,2013,16+,8.2,,1,0,0,0,1,
The Standups,2017,,6.7,100%,1,0,0,0,1,
World War II In HD Colour,2009,7+,8.7,,1,0,0,0,1,
Roman Empire,2016,16+,6.9,,1,0,0,0,1,
Pandemic: How to Prevent an Outbreak,2020,16+,6.3,,1,0,0,0,1,
The Windsors,2016,18+,7,90%,1,0,0,0,1,
A Korean Odyssey,2017,,8.1,,1,0,0,0,1,
Charité at War,2017,7+,7.7,,1,0,0,0,1,
The Bernie Mac Show,2001,7+,6.9,,1,0,0,0,1,
Charmed,2018,16+,4.5,,1,0,0,0,1,
Another Life,2019,18+,4.9,6%,1,0,0,0,1,
Cooked With Cannabis,2020,18+,6.9,80%,1,0,0,0,1,
The Victims' Game,2020,18+,7.4,,1,0,0,0,1,
The Joel McHale Show with Joel McHale,2018,18+,7.3,83%,1,0,0,0,1,
Who Killed Little Gregory?,2019,,7.4,,1,0,0,0,1,
Round Planet,2016,,7.7,,1,0,0,0,1,
La familia P. Luche,2002,7+,7.7,,1,0,0,0,1,
Medical Police,2020,,5.8,86%,1,0,0,0,1,
The Cleveland Show,2009,16+,5.5,,1,1,0,0,1,
Monthly Girls' Nozaki-kun,2014,7+,7.7,,1,1,0,0,1,
Eternal Love,2017,7+,8.3,,1,0,0,0,1,
The Moaning of Life,2013,16+,8.1,,1,0,0,0,1,
B: The Beginning,2018,18+,7.2,50%,1,0,0,0,1,
The Mysteries of Laura,2014,16+,6.8,24%,1,0,0,0,1,
Selection Day,2018,16+,7.3,33%,1,0,0,0,1,
Wanderlust,2018,16+,7,73%,1,0,0,0,1,
The Code,2014,,7.4,,1,1,0,0,1,
Erased,2017,16+,7.9,,1,0,0,0,1,
Magic for Humans,2018,16+,7.1,,1,0,0,0,1,
The Method,2015,18+,7.4,,1,0,0,0,1,
Zone Blanche,2017,,7.5,,1,0,0,0,1,
Alexa & Katie,2018,all,7.3,,1,0,0,0,1,
Good Morning Call,2016,all,7.8,,1,0,0,0,1,
The Boss Baby: Back in Business,2018,7+,6.4,,1,0,0,0,1,
Shaka Zulu,1986,,7.7,,1,0,0,0,1,
Winx Club,2004,7+,5.9,,1,0,0,0,1,
Sin Senos Sí Hay Paraíso,2016,16+,6.7,,1,0,0,0,1,
Dogs of Berlin,2018,16+,7.5,,1,0,0,0,1,
K-Project,2012,18+,7.2,,1,0,0,0,1,
El Chapulín,1972,all,8.5,,1,0,0,0,1,
The Same Sky,2017,7+,7.5,,1,0,0,0,1,
Secret Love Affair,2014,,7.8,,1,0,0,0,1,
The Break,2016,,7.7,,1,0,0,0,1,
The Big Show Show,2020,all,6.4,,1,0,0,0,1,
Fast & Furious Spy Racers,2019,7+,5.2,80%,1,0,0,0,1,
Deadwind,2018,18+,7.2,,1,0,0,0,1,
HAPPYish,2015,18+,7.3,30%,1,0,0,0,1,
Chambers,2019,18+,6.5,41%,1,0,0,0,1,
White Lines,2020,18+,6.2,58%,1,0,0,0,1,
Dolly Parton's Heartstrings,2019,,7.6,63%,1,0,0,0,1,
Intelligence,2006,,8.2,,1,0,1,0,1,
"Coronavirus, Explained",2020,,7.8,,1,0,0,0,1,
The Velvet Collection,2017,16+,7.2,,1,0,0,0,1,
Offspring,2010,16+,8.2,,1,1,0,0,1,
Terrace House: Tokyo 2019-2020,2019,,7.8,,1,0,0,0,1,
Total Drama Island,2007,7+,7.1,,1,0,0,0,1,
Rebellion,2016,16+,7.1,40%,1,0,0,0,1,
High Seas,2019,16+,6.8,,1,0,0,0,1,
Goosebumps,1995,all,7.7,,1,0,0,0,1,
Ashes of Love,2018,7+,8.5,,1,0,0,0,1,
Somebody Feed Phil,2018,,8.1,,1,0,0,0,1,
Deep Water,2016,,6.9,,1,0,1,0,1,
Chelsea Does,2016,18+,7.2,79%,1,0,0,0,1,
Life Sentence,2018,16+,6.5,37%,1,0,0,0,1,
You vs. Wild,2019,,7,75%,1,0,0,0,1,
Billy on the Street,2011,16+,7.7,,1,1,0,0,1,
Cold Case Files,1999,18+,8,,1,1,0,0,1,
Disjointed,2017,18+,6.7,19%,1,0,0,0,1,
Perfume,2018,18+,7.1,,1,0,0,0,1,
Hitler's Circle of Evil,2017,,8,,1,0,0,0,1,
Kantaro: The Sweet Tooth Salaryman,2017,7+,7.6,100%,1,0,0,0,1,
Terrace House: Boys & Girls in the City,2015,7+,8.2,,1,0,0,0,1,
Girl From Nowhere,2018,,7.6,,1,0,0,0,1,
Aldnoah.Zero,2014,all,7.2,,1,0,0,0,1,
Greenleaf,2016,7+,7.3,,1,0,0,0,1,
Dating Around,2019,16+,6.4,92%,1,0,0,0,1,
(The Hook Up Plan),2018,16+,7.4,,1,0,0,0,1,
Tales of the City,2019,16+,7.4,,1,0,0,0,1,
Mako: Island of Secrets,2013,all,6.9,,1,0,0,0,1,
WWII in HD,2009,18+,8.7,,1,0,0,0,1,
Sonic x,2003,16+,6.1,,1,1,1,0,1,
Ultraman,2019,16+,6.9,,1,0,0,0,1,
Rust Valley Restorers,2018,,7.6,,1,0,0,0,1,
Girls und Panzer,2012,16+,7.5,,1,1,0,0,1,
Someone Like You,2015,,8,,1,0,0,0,1,
Silver Spoon,2014,16+,7.8,,1,0,0,0,1,
Traitors,2019,18+,6.6,67%,1,0,0,0,1,
The World's Most Extraordinary Homes,2017,,7.5,,1,0,0,0,1,
The Movies That Made Us,2019,18+,7.8,,1,0,0,0,1,
She,2020,,6.5,,1,0,0,0,1,
Alias J.J.,2017,18+,7.9,,1,0,0,0,1,
Unauthorized Living,2018,18+,7.5,,1,0,0,0,1,
Daniel Sloss: Live Shows,2018,18+,8.6,,1,0,0,0,1,
Trial by Media,2020,,7.2,,1,0,0,0,1,
The Lava Field,2014,7+,6.8,,1,0,0,0,1,
One of Us,2016,18+,7,,1,0,0,0,1,
Bella and the Bulldogs,2015,all,5.2,,1,0,0,0,1,
Romance is a Bonus Book,2019,,8.1,,1,0,0,0,1,
Wakfu,2008,7+,8.2,,1,0,0,0,1,
Bloodride,2020,18+,6.3,,1,0,0,0,1,
The Magic School Bus,1994,all,7.9,,1,0,0,0,1,
The Mantis,2017,,7.5,,1,0,0,0,1,
Next in Fashion,2020,16+,7.4,,1,0,0,0,1,
The Last Czars,2019,,7.3,67%,1,0,0,0,1,
My First First Love,2019,7+,7.6,,1,0,0,0,1,
Sex Explained,2020,18+,6.9,,1,0,0,0,1,
Put Your Head on My Shoulder,2019,7+,7.9,,1,0,0,0,1,
Win the Wilderness: Alaska,2020,,7.1,,1,0,0,0,1,
Murder Mountain,2018,16+,6.9,,1,0,0,0,1,
Hoarders,2009,7+,6.4,,1,1,0,0,1,
Luna Nera,2020,18+,5.5,,1,0,0,0,1,
Nobody's Looking,2019,18+,7.9,,1,0,0,0,1,
Highway Thru Hell,2012,7+,8.1,,1,0,0,0,1,
"The Long, Long Holiday",2015,7+,8.9,,1,0,0,0,1,
Ben 10,2016,7+,2.5,,1,0,0,0,1,
Man to Man,2017,,7.4,90%,1,0,0,0,1,
Sym-Bionic Titan,2010,7+,8.1,,1,0,0,0,1,
Trigger Warning with Killer Mike,2019,16+,6.8,86%,1,0,0,0,1,
The Worst Witch,2017,7+,7.3,,1,0,0,0,1,
Pee-wee's Playhouse,1986,7+,8,,1,0,0,0,1,
La Doña,2016,16+,7.5,,1,0,0,0,1,
Mobile Suit Gundam: Iron-Blooded Orphans,2015,18+,7.9,,1,0,0,0,1,
Final Fantasy XIV: Dad of Light,2017,7+,7.2,100%,1,0,0,0,1,
Champions,2018,7+,6,63%,1,1,0,0,1,
EastSiders,2012,18+,6.8,,1,0,0,0,1,
Black,2017,16+,8,,1,0,0,0,1,
Busted!,2018,16+,7.5,,1,0,0,0,1,
The Mire,2018,,7,,1,0,0,0,1,
Vampires,2020,18+,5.4,,1,0,0,0,1,
Yunus Emre: Aşkın Yolculuğu,2015,,7.8,,1,0,0,0,1,
My Babysitter's a Vampire,2011,7+,7,,1,0,0,0,1,
The Repair Shop,2017,,8.6,,1,0,0,0,1,
Queer Eye: We're in Japan!,2019,16+,8.3,,1,0,0,0,1,
Vexed,2010,,7.4,,1,0,0,0,1,
Ch:os:en,2013,,7.4,,1,0,0,0,1,
Super Why!,2007,all,6.1,,1,0,0,0,1,
Dope,2017,16+,7.3,,1,0,0,0,1,
American Masters,1986,7+,8,,1,0,0,0,1,
Highway to Heaven,1984,7+,6.7,,1,0,1,0,1,
Kurt Seyit and Şura,2014,,7.1,,1,0,0,0,1,
The Sixties,2014,7+,8.5,,1,0,0,0,1,
High Score Girl,2018,7+,8,,1,0,0,0,1,
Louis Theroux's Weird Weekends,1998,16+,8.5,,1,0,0,0,1,
When Heroes Fly,2018,7+,7.3,,1,0,0,0,1,
Paranoid,2016,,6.7,,1,0,0,0,1,
Haters Back Off,2016,7+,6,50%,1,0,0,0,1,
Class of '92: Out of Their League,2015,,8.2,,1,0,0,0,1,
Always a Witch,2019,16+,6.3,,1,0,0,0,1,
BUNK'D,2015,all,5.4,,1,0,0,0,1,
A Very Secret Service,2015,7+,7.8,,1,0,0,0,1,
Samurai Gourmet,2017,,8.3,,1,0,0,0,1,
Hospital Playlist,2020,,8.3,,1,0,0,0,1,
Go! Live Your Way,2019,,7,,1,0,0,0,1,
The End,2012,,7.4,,1,0,0,0,1,
March Comes in Like a Lion,2016,7+,8.4,,1,0,0,0,1,
The Bonfire of Destiny,2019,16+,7.7,,1,0,0,0,1,
No Good Nick,2019,7+,5.8,60%,1,0,0,0,1,
Love and Punishment,2010,,5.8,,1,0,0,0,1,
Man Down,2013,,7.6,,1,0,0,0,1,
The Mind of a Chef,2012,7+,8,,1,0,0,0,1,
Cinderella and Four Knights,2016,,7.2,,1,0,0,0,1,
My Country: The New Age,2019,,8.3,,1,0,0,0,1,
The Chase,2013,all,7.4,,1,0,0,0,1,
Cooked,2016,7+,8.1,,1,0,0,0,1,
Wet Hot American Summer: 10 Years Later,2017,18+,6.9,,1,0,0,0,1,
Ghost in the Shell: SAC_2045,2020,,6.3,,1,0,0,0,1,
Nicky Jam: El Ganador,2018,,7.8,,1,0,0,0,1,
Prison Playbook,2017,,8.3,,1,0,0,0,1,
Sword Art Online Alternative: Gun Gale Online,2018,16+,6.8,,1,1,0,0,1,
Family Reunion,2019,7+,6.3,67%,1,0,0,0,1,
Reply 1994,2013,,7.9,,1,0,0,0,1,
Land Girls,2009,16+,7,,1,0,0,0,1,
Degrassi: Next Class,2016,7+,6.9,,1,0,0,0,1,
Shadow of Truth,2016,16+,8.1,,1,0,0,0,1,
Kiss Me First,2018,18+,6.3,50%,1,0,0,0,1,
Buddha,2016,,8.4,,1,0,0,0,1,
Hellevator,2015,18+,6,,1,1,0,0,1,
Northern Rescue,2019,16+,7.1,,1,0,0,0,1,
God Eater,2015,16+,7,,1,0,0,0,1,
BIG DREAMS Small Spaces,2014,,8.1,,1,0,0,0,1,
QB1: Beyond the Lights,2017,16+,7.8,,1,0,0,0,1,
Cuckoo,2012,16+,7.3,,1,0,0,0,1,
Accidentally In Love,2018,7+,7.6,,1,0,0,0,1,
Jack Whitehall: Travels with My Father,2017,18+,7.7,,1,0,0,0,1,
Taxi Brooklyn,2014,,6.2,38%,1,0,0,0,1,
Luis Miguel: The Series,2018,18+,8.1,,1,0,0,0,1,
I Am a Killer,2018,18+,7.5,,1,0,0,0,1,
Tunnel,2017,16+,8.3,,1,0,0,0,1,
100 Humans. Life's Questions. Answered.,2020,,5.6,,1,0,0,0,1,
Jamtara - Sabka Number Ayega,2020,,7.4,,1,0,0,0,1,
Tales by Light,2015,,8.3,,1,0,0,0,1,
Day And Night,2017,,8.4,,1,0,0,0,1,
Pine Gap,2018,18+,7.2,,1,0,0,0,1,
Escape to the Country,2002,all,7.1,,1,0,0,0,1,
The Forest,2017,,7.3,,1,0,0,0,1,
Gargantia on the Verdurous Planet,2013,16+,7.4,,1,0,0,0,1,
Avlu,2018,18+,7.3,,1,0,0,0,1,
The Honeymoon Stand Up Special,2018,16+,6.8,100%,1,0,0,0,1,
Case,2015,16+,7.2,,1,0,0,0,1,
Valeria,2020,,6.2,,1,0,0,0,1,
Bonus Family,2017,7+,7.7,,1,0,0,0,1,
Braxton Family Values,2011,16+,5.9,,1,0,0,0,1,
Comedy Bang! Bang!,2012,16+,7.5,,1,0,0,0,1,
Free Rein,2017,all,7.3,,1,0,0,0,1,
Masha and the Bear,2009,all,7.6,,1,0,0,0,1,
Dramaworld,2016,,7.5,,1,0,0,0,1,
Argos Comunicación,2017,18+,7.2,,1,0,0,0,1,
Most Beautiful Thing,2019,,7.9,,1,0,0,0,1,
Special Agent Oso,2009,all,5.1,,1,0,0,0,1,
Street Food,2019,all,8.2,,1,0,0,0,1,
Paquita Salas,2016,,8,,1,0,0,0,1,
All Hail King Julien,2014,7+,7.2,,1,0,0,0,1,
"Acero, Woman of Steel",2014,16+,7.2,,1,1,0,0,1,
Untold Stories of the ER,2004,16+,7.5,,1,0,0,0,1,
Valor,2017,16+,5.9,22%,1,0,0,0,1,
Iris,2009,,7.9,,1,0,0,0,1,
Stay Here,2018,7+,7.6,,1,0,0,0,1,
Monty Python: Almost the Truth (The Lawyer's Cut),2009,7+,8.1,,1,0,0,0,1,
Girlfriends' Guide to Divorce,2014,16+,6.9,,1,0,0,0,1,
The Eighties,2016,,8.3,,1,0,0,0,1,
The I-Land,2019,18+,4.5,8%,1,0,0,0,1,
Sirius the Jaeger,2018,,6.8,,1,0,0,0,1,
Jack Taylor,2010,18+,7.6,,1,0,0,0,1,
W1A,2014,,7.8,,1,0,0,0,1,
The Disappearance of Madeleine McCann,2019,16+,6.6,,1,0,0,0,1,
Extracurricular,2020,18+,6.1,,1,0,0,0,1,
PJ Masks,2015,all,5.6,,1,0,0,1,1,
The K2,2016,16+,7.8,,1,0,0,0,1,
Christiane Amanpour: Sex & Love Around the World,2018,18+,7.4,,1,0,0,0,1,
Neo Yokio,2017,18+,5.8,77%,1,0,0,0,1,
Ultraviolet,2017,18+,7,,1,1,0,0,1,
The Bride of the Water God,2017,,6.8,,1,0,0,0,1,
The Boulet Brothers' Dragula,2016,18+,7.7,,1,0,0,0,1,
Cathedral of the Sea,2018,16+,7.5,,1,0,0,0,1,
Nine: Nine Time Travels,2013,,8.2,,1,0,0,0,1,
The Inmate,2018,,7.1,,1,0,0,0,1,
The Circle Brazil,2020,,6.9,,1,0,0,0,1,
The Cartel,2008,16+,8.2,,1,0,0,0,1,
Mr. Young,2011,all,6.1,,1,0,0,0,1,
Chef's Table: France,2016,16+,8.3,,1,0,0,0,1,
Monarca,2019,18+,8,,1,0,0,0,1,
Medal of Honor,2018,16+,8.4,,1,0,0,0,1,
Little Witch Academia (TV),2017,16+,7.9,,1,0,0,0,1,
Once Upon a Time in Lingjian Mountain,2019,all,7.7,,1,0,0,0,1,
Trotsky,2017,,7.1,,1,0,0,0,1,
When the Camellia Blooms,2019,,8,,1,0,0,0,1,
Cedar Cove,2013,7+,6.8,,1,0,0,0,1,
Brews Brothers,2020,18+,4.8,38%,1,0,0,0,1,
Criminal: France,2019,7+,7.2,,1,0,0,0,1,
Kath & Kim,2002,7+,8.2,,1,0,0,0,1,
Danger Mouse,1981,7+,7.4,,1,0,0,0,1,
Find Yourself,2020,,,,1,0,0,0,1,
James Acaster: Repertoire,2018,18+,8.4,,1,0,0,0,1,
Reckoning,2019,18+,6.4,,1,0,0,0,1,
Skylines,2019,,7.6,,1,0,0,0,1,
Merry Happy Whatever,2019,,6.2,,1,0,0,0,1,
Hangar 1: The UFO Files,2015,7+,7.4,,1,1,1,0,1,
Kakegurui,2017,16+,7.2,,1,0,0,0,1,
Marlon,2017,7+,7,,1,1,0,0,1,
46,2017,,8.5,,1,0,0,0,1,
7SEEDS,2019,18+,6.3,,1,0,0,0,1,
The Super Mario Bros. Super Show!,1989,7+,6.2,,1,0,0,0,1,
Crematorium,2011,18+,7.7,,1,0,0,0,1,
Intersection,2016,,6.5,,1,0,0,0,1,
Handsome Siblings,2020,,8.2,,1,0,0,0,1,
Rugal,2020,,6.7,,1,0,0,0,1,
The Octonauts,2010,all,7.4,,1,0,0,0,1,
Magi: Adventure of Sinbad,2016,16+,7.6,,1,0,0,0,1,
MeatEater,2012,,7.9,,1,0,0,0,1,
Troy: Fall of a City,2018,18+,3.8,71%,1,0,0,0,1,
La Piloto,2017,,5.6,,1,0,0,0,1,
The 2000s,2018,7+,8,,1,0,0,0,1,
Reply 1997,2012,,8.2,,1,0,0,0,1,
The Legend of Bruce Lee,2008,,7,,1,0,1,0,1,
Soundtrack,2019,,6.7,40%,1,0,0,0,1,
First Team: Juventus,2018,,7.4,,1,0,0,0,1,
The Last Kids on Earth,2019,7+,7.5,,1,0,0,0,1,
Morocco: Love in Times of War,2017,,7.7,,1,0,0,0,1,
Tomorrow with You,2017,,7.4,,1,0,0,0,1,
